country_or_area,year,demand,production,exports,imports,geothermal,hydro,solar,tide,wind
Australia,1995,161732,173159,0,0,0,16239,16,0,7
Ukraine,2001,156225,172972,5196,2137,0,12191,0,0,16
Ukraine,1998,159816,172822,10728,10056,0,15918,0,0,3
Ukraine,1999,156148,172120,10405,6964,0,11752,0,0,3
Ukraine,2000,155309,171445,6528,2679,0,11450,0,0,6
Indonesia,2010,165521,169569.52,0,2224,9357,17456,0.5,0,4.02
Other Asia,1999,157716,169473,0,0,0,8942,0,0,0
South Africa,1991,153059,168316,1795,254,0,620,0,0,0
Egypt,2013,162149,168050,460,61,0,13352,114,0,1332
South Africa,1992,153882,167956,1872,334,0,772,0,0,0
Mexico,1997,159869,167493,344,1805,5466,26431,6,0,12
Australia,1994,156615,167463,0,0,0,16649,13,0,4
Spain,1995,161496,167085,3147,7633,0,24569,15,0,270
Sweden,2012,141284,166562,31255,11682,0,79058,19,0,7165
Other Asia,1997,154993,166515,0,0,0,9567,0,0,0
Thailand,2012,169090,166471,1912,10527,1,8431,23,0,3
Iran (Islamic Rep. of),2004,159430,166023,1837,2170,0,10627,0,0,7
South Africa,1990,150706,165385,1533,267,0,620,0,0,0
Egypt,2012,158826,164628,474,77,0,13121,237,0,1260
Poland,2013,144692,164557,12322,7801,0,2997,1,0,6004
Australia,1993,152606,163650,0,0,0,16953,11,0,0
Poland,2011,143026,163548,12022,6780,0,2761,0,0,3205
"Korea, Republic of",1994,154008,163516,0,0,0,4098,2,0,1
Other Asia,1998,151161,163186,0,0,0,10608,0,0,0
Poland,2012,144162,162139,12643,9803,0,2465,1,0,4747
Turkey,2005,154307,161956,1798,636,94,39561,0,0,59
Spain,1994,155153,161848,3251,5106,0,29182,10,0,175
Poland,2006,135300,161742,15775,4789,0,3020,0,0,256
Sweden,2001,146410,161617,18454,11164,0,79082,2,0,482
Egypt,2011,154359,161162,1679,102,0,12934,479,0,1525
Saudi Arabia,2004,157312,159875,0,0,0,0,0,0,0
Australia,1992,148523,159545,0,0,0,15768,0,0,0
Thailand,2010,159441,159518,1615,7287,2,5537,23,0,3
Poland,2007,139157,159348,13109,7761,0,2939,0,0,522
Poland,2014,146558,159059,11342,13508,0,2734,7,0,7676
Sweden,1998,139566,158831,16799,6102,0,75040,1,0,317
Spain,1992,149096,158718,3710,4351,0,20934,8,0,103
Sweden,2005,144934,158436,21968,14576,0,72874,2,0,936
Mexico,1996,149638,157691,1288,1387,5729,31442,6,0,6
Poland,2010,141275,157657,7664,6310,0,3488,0,0,1664
Indonesia,2009,153554.05,157516.05,0,1262,9295,11384,0,0,4.05
Poland,2005,130222,156936,16188,5002,0,3778,0,0,135
Australia,1991,146470,156818,0,0,0,16103,0,0,0
Spain,1993,148949,156798,3339,4606,0,25779,9,0,116
Other Asia,1996,145526,156685,0,0,0,9046,0,0,0
Spain,1991,146614,155797,3762,3083,0,28293,7,0,15
Poland,2008,139939,155305,9703,9034,0,2747,0,0,837
Australia,1990,143840,155019,0,0,0,14880,0,0,0
Sweden,1999,139250,154860,15938,8456,0,71713,1,0,358
Poland,2004,129229,154159,14605,5312,0,3691,0,0,142
Iran (Islamic Rep. of),2003,147087,153879,41,37,0,11098,0,0,27
Sweden,2014,132375,153662,29475,13852,0,63872,47,0,11234
Sweden,2013,137885,153166,22676,12674,0,61496,35,0,9842
Saudi Arabia,2003,149197,153000,0,0,0,0,0,0,0
Mexico,1995,144294,152248,1944,1164,5669,27528,5,0,7
Spain,1990,143197,151920,3628,3208,0,26184,6,0,14
Sweden,2004,144003,151728,17750,15646,0,60178,2,0,850
Poland,2009,134833,151720,9594,7403,0,2974,0,0,1077
Poland,2003,125922,151631,15146,4985,0,3293,0,0,124
Thailand,2011,157520,151595,1335,10774,2,7935,23,0,3
Turkey,2004,144385,150698,1144,463,93,46084,0,0,58
Egypt,2010,144099,150486,1595,152,0,13046,206,0,1498
Sweden,2011,138196,150376,19714,12481,0,66556,11,0,6078
Sweden,2008,142519,150036,14715,12754,0,69211,4,0,1996
Indonesia,2008,144057,149437,0,0,8297,11528,0,0,0
Sweden,1997,137802,149249,12960,10252,0,69099,1,0,203
Sweden,2007,144393,148926,14736,16052,0,66262,3,0,1430
Sweden,2010,145597,148563,12853,14931,0,66501,9,0,3502
Thailand,2009,143985,148390,1560,2439,2,7148,9,0,1
Sweden,1995,136809,148351,9401,7720,0,68160,1,0,99
Norway,2012,126867,147716,22006,4190,0,142812,0,0,1548
Malaysia,2014,131887,147461,12,23,0,13388,227,0,0
Thailand,2008,144404,147427.2,1180,2785,2,7113,3,0,0.2
Sweden,1991,141137,147396,7519,6225,0,63662,0,0,13
Mexico,1994,138773,147131,1970,1140,5598,20048,5,0,5
Sweden,2002,145097,146735,14754,20110,0,66395,2,0,608
Sweden,1990,139986,146514,14677,12909,0,73033,0,0,6
Sweden,1992,131569,146465,11003,8847,0,74861,0,0,31
Other Asia,1995,135779,145980,0,0,0,8881,0,0,0
Sweden,1993,133194,145812,8566,7978,0,75216,1,0,48
Viet Nam,2014,141136,145730,880,2053,0,61480,0,0,300
Poland,2001,123336,145616,11035,4306,0,4220,0,0,14
Sweden,2000,141951,145266,13630,18308,0,78619,1,0,457
Poland,2000,123052,145184,9663,3290,0,4116,0,0,5
"Korea, Republic of",1993,135922,144814,0,0,0,6006,2,0,1
Poland,2002,122057,144126,11537,4469,0,3906,0,0,61
Sweden,2006,144307,143419,11497,17537,0,61856,2,0,987
Thailand,2007,142446,143378.2,926,4491,2,8114,1,0,0.2
Poland,1996,125326,143173,7925,4801,0,3910,0,0,0
Sweden,1994,133622,143053,6418,6681,0,59453,1,0,72
Norway,2000,122179,142982,20529,1474,0,142289,0,0,31
Poland,1997,125536,142790,7542,5357,0,3816,0,0,2
Poland,1998,123998,142789,8082,4608,0,4327,0,0,4
Egypt,2009,137210,142690,1118,183,0,12863,0,0,1133
Norway,2014,124139,142327,21932,6347,0,136636,0,0,2216
Indonesia,2007,136315,142236,0,0,7021,11286,0,0,0
Norway,2008,125624,142134,17275,3412,0,139981,0,0,913
Poland,1999,121598,142128,8426,3491,0,4282,0,0,4
Saudi Arabia,2002,138456,141736,0,0,0,0,0,0,0
Argentina,2014,147001,141586,166,10024,0,41348,16,0,730
Iran (Islamic Rep. of),2002,134711,141081,42,39,0,8050,0,0,30
Argentina,2013,144119,140863,247,8303,0,33422,15,0,461
Sweden,1996,138695,140662,9747,15885,0,51775,1,0,144
Turkey,2003,135818,140581,588,1158,89,35330,0,0,61
Poland,1995,121880,139006,7157,4356,0,3851,0,0,1
Thailand,2006,139351,138741.6,750,5159,1.7,8125,0,0,0.9
Malaysia,2013,127163,138331,23,221,0,10586,141,0,0
Norway,2005,123540,138009,15695,3653,0,136452,0,0,499
Norway,2007,124325,137192,15320,5285,0,134736,0,0,892
Sweden,2009,136229,136729,9080,13765,0,65977,7,0,2485
Poland,1990,119755,136311,11478,10437,0,3313,0,0,0
Other Asia,1994,126474,136023,0,0,0,8889,0,0,0
Mexico,1993,127836,135673,2015,909,5877,26235,4,0,1
Sweden,2003,142733,135437,11457,24287,0,53598,2,0,679
Poland,1994,117306,135347,7242,4563,0,3786,0,0,0
Argentina,2012,138179,135207,506,8116,0,29716,8,0,369
Poland,1991,116816,134714,9326,6708,0,3411,0,0,0
Egypt,2008,129177,134566,1022,126,0,14682,0,0,931
Malaysia,2012,122962.74,134420.743,15,100,0,9054,47.743,0,0
Norway,2013,126571,133975,15141,10135,0,128699,0,0,1881
Poland,1993,116264,133867,8011,5600,0,3576,0,0,0
Saudi Arabia,2001,130519,133674,0,0,0,0,0,0,0
Indonesia,2006,127567,133108,0,0,6658,9623,0,0,0
Mexico,1992,125235,132864,2041,990,5804,26170,3,0,1
Poland,1992,113552,132750,9066,5034,0,3570,0,0,0
Thailand,2005,131944,132197.3,642,4419,1.5,5798,0,0,0.8
Norway,2009,120198,131773,14634,5651,0,126077,0,0,977
Norway,2002,119248,130705,15046,5335,0,129837,0,0,75
Iran (Islamic Rep. of),2001,124071,130199,43,38,0,5057,0,0,34
Argentina,2011,134694,129892,1262,10929,0,31901,2,0,26
Turkey,2002,126880,129400,435,3588,105,33683,0,0,48
Mexico,1991,120583,128570,2018,617,5435,21854,2,0,1
Viet Nam,2013,124043,128549,178,221,0,58170,0,0,92
Egypt,2007,123345,128129,814,251,0,15510,0,0,831
Venezuela (Bolivar. Rep.),2014,121878,127732,0,0,0,87194,0,0,0
Norway,2011,121486,127655,14329,11255,0,121552,0,0,1283
Indonesia,2005,122067,127369,0,0,6604,10759,0,0,0
Saudi Arabia,2000,123292,126191,0,0,0,0,0,0,0
"Korea, Republic of",1992,117774,126170,0,0,0,4863,2,0,0
Other Asia,1993,117869,125773,0,0,0,6721,0,0,0
Thailand,2004,125025,125726.9,372,3388,1.6,6040,0,0,0.3
Argentina,2010,129565,125594.09,1701,10299,0,33918,0.09,0,25
Turkey,2000,122052,124922,437,3791,76,30879,0,0,33
Malaysia,2011,112474.68,124893.681,10,370,0,7624,0.681,0,0
Norway,2010,129200,123640,7124,14673,0,117152,0,0,879
Norway,1995,114191,123199,8966,2301,0,122487,0,0,10
Venezuela (Bolivar. Rep.),2013,118198,123160,0,715,0,83545,0,0,0
Turkey,2001,120397,122725,433,4579,90,24010,0,0,62
Norway,1999,119106,122717,8775,6856,0,121882,0,0,25
Argentina,2009,124368,122348.08,2445,8600,0,34295,0.08,0,36
Venezuela (Bolivar. Rep.),2011,117033,122059,0,249,0,83670,0,0,0
Argentina,2008,123319,121927,2975,8458,0,30740,0,0,42
Norway,2001,123141,121890,7174,10745,0,121026,0,0,27
Norway,1990,104259,121848,16241,334,0,121382,0,0,0
Venezuela (Bolivar. Rep.),2012,116614,121653,0,480,0,82008,0,0,0
Norway,2006,120717,121582,8947,9801,0,119729,0,0,636
Thailand,2002,120663.9,121578.9,273,2821,1.6,7471,0,0,0.3
Iran (Islamic Rep. of),2000,115917,121383,43,37,0,3650,0,0,37
Indonesia,2004,114336,120160,0,0,6651,9673,0,0,0
Norway,1993,110550,120107,8376,594,0,119622,0,0,7
Venezuela (Bolivar. Rep.),2009,118232,119580,633,260,0,85962,0,0,0
Venezuela (Bolivar. Rep.),2008,117665,119297,569,102,0,86841,0,0,0
Netherlands,2010,117601,119270,12808,15583,0,105,56,0,3994
Viet Nam,2012,115067,118940,29,159,0,53172,0,0,92
Egypt,2006,114026,118407,557,208,0,12925,0,0,616
Venezuela (Bolivar. Rep.),2010,113420,118370,0,0,0,76780,0,0,0
Norway,1992,106869,117503,10109,1379,0,117062,0,0,0
German Dem. R. (former),1990,107292,117292,4500,5500,0,1992,0,0,0
Norway,1998,118259,117008,4412,8046,0,116280,0,0,11
Thailand,2003,115511,116982.9,296,2479,1.6,7299,0,0,0.3
Malaysia,2010,114768.88,116808.281,147.6,0.1,0,6251.3,0.681,0,0
United Arab Emirates,2014,111685,116528,0,0,0,0,0,0,0
Turkey,1999,112747,116440,285,2330,81,34677,0,0,21
Mexico,1990,108642,115837,1945,576,5124,23478,1,0,1
Saudi Arabia,1999,112686,115420,0,0,0,0,0,0,0
Argentina,2006,113709,115197,5059,7417,0,38157,0,0,70
"Korea, Republic of",1991,107107,114820,0,0,0,5051,1,0,0
Venezuela (Bolivar. Rep.),2007,112706,114563,540,0,0,83059,0,0,0
Thailand,2001,113689.8,114396.8,267,2881,1.5,6303,0,0,0.3
Other Asia,1992,107746,114329,0,0,0,8353,0,0,0
Netherlands,2011,118234,113963,11531,20620,0,57,104,0,5101
Netherlands,2009,113658,113691,10561,15452,0,98,45,0,4581
Norway,1994,110715,113356,4968,4836,0,112676,0,0,9
Indonesia,2003,108904,112944,0,0,6315,9081,0,0,0
Iran (Islamic Rep. of),1999,107690,112657,44,36,0,4943,0,0,0
Venezuela (Bolivar. Rep.),2006,110566,112381,549,0,0,81600,0,0,0
Egypt,2005,107689,111690,946,168,0,12644,0,0,552
Norway,1997,113042,111657,4874,8692,0,110938,0,0,11
Turkey,1998,108499,111022,298,3298,85,42229,0,0,5
Norway,1991,106314,111009,6049,3274,0,110580,0,0,0
Norway,2004,119967,110617,3854,15309,0,109291,0,0,252
United Arab Emirates,2013,105340,109979,23,0,0,0,0,0,0
Indonesia,2002,104546,108206,0,0,6238,9940,0,0,0
Argentina,2007,111061,107711,2628,10281,0,30707,0,0,61
Netherlands,2008,119038,107552,9116,24967,0,102,39,0,4260
Saudi Arabia,1998,104888,107521,0,0,0,0,0,0,0
Saudi Arabia,1997,104819,107289,0,0,0,0,0,0,0
Norway,2003,113542,107273,5548,13422,0,106084,0,0,218
Malaysia,2009,105110.1,107115.8,91.8,0,0,6625.1,0,0,0
Argentina,2005,107395,107053,4140,8017,0,34263,0,0,75
Malaysia,2008,104454,106926.9,469.4,0.1,0,7190.2,0,0,0
Malaysia,2006,102101.7,106701.5,2665.7,0.1,0,6779.1,0,0,0
United Arab Emirates,2012,101436,106222,34,16,0,0,0,0,0
Thailand,2000,105669.9,106124.9,194,2967,1.6,6026,0,0,0.3
Venezuela (Bolivar. Rep.),2005,104116,105990,584,0,0,77229,0,0,0
Other Asia,1991,99186,105528,0,0,0,5510,0,0,0
"Korea, Republic of",1990,98018,105371,0,0,0,6361,1,0,0
Pakistan,2014,101932,105305,0,428,0,31428,0,0,397
Viet Nam,2011,102086,105219,79,301,0,41188,0,0,87
Netherlands,2007,118359,105165,5480,23089,0,107,37,0,3438
Kazakhstan,2014,84122,105068,2917,1749,0,8263,1,0,13
Norway,1996,112806,104984,4236,13212,0,104148,0,0,9
Malaysia,2007,100669.5,104950,2260.3,0,0,7010.8,0,0,0
Egypt,2004,100353,104249,873,174,0,12644,0,0,523
Pakistan,2013,100738,104076,0,419,0,31873,0,0,397
Iran (Islamic Rep. of),1998,98509,103438,617,144,0,7040,0,0,0
Netherlands,2014,113501,103418,18128,32855,0,112,785,0,5797
Saudi Arabia,1996,103353,103353,0,0,0,0,0,0,0
Netherlands,2012,115757,103298,15046,32156,0,104,226,0,4981
Turkey,1997,100467,103296,271,2492,83,39816,0,0,0
Kazakhstan,2013,84900,103086,2996,2147,0,7731,1,0,5
Netherlands,2013,115174,101736,15015,33252,0,114,487,0,5627
Indonesia,2001,97937,101647,0,0,6031,11656,0,0,0
Netherlands,2004,113261,101214,5188,21405,0,95,34,0,1871
Malaysia,2005,97164.06,100897.66,1854.5,0,0,6600.9,0,0,0
Argentina,2004,100663,100260,4143,7612,0,30525,0,0,72
Netherlands,2005,113891,99921,5398,23691,0,88,35,0,2067
Saudi Arabia,1995,99833,99833,0,0,0,0,0,0,0
Indonesia,2000,98456,99511,0,0,2649,13721,0,0,0
United Arab Emirates,2011,95521,99137,36,49,0,0,0,0,0
Netherlands,2006,115948,98833,5887,27346,0,106,36,0,2735
Venezuela (Bolivar. Rep.),2004,96849,98552,484,0,0,70075,0,0,0
Pakistan,2006,94624,98213,0,171,0,31953,0,0,0
Egypt,2003,93352,98133,1039,121,0,13019,0,0,368
Iran (Islamic Rep. of),1997,92630,97744,522,0,0,6929,0,0,0
Thailand,1999,96540.8,97637.8,180,2256,1.5,3534,0,0,0.3
Saudi Arabia,1994,96880,96880,0,0,0,0,0,0,0
Netherlands,2003,109833,96818,3809,20801,0,72,26,0,1320
Pakistan,2012,93160,96126,0,375,0,29857,0,0,0
Netherlands,2002,108423,95981,4488,20870,0,110,17,0,947
Indonesia,1999,94917,95944,0,0,2728,13921,0,0,0
Pakistan,2007,92142,95661,0,199,0,28707,0,0,0
Thailand,1997,92654,95384,104,746,2,7200,0,0,0
Pakistan,2009,93304,95358,0,249,0,28093,0,0,0
Belgium,2010,90251,95189,11844,12395,0,1668,560,0,1292
Pakistan,2011,92814,95090,0,274,0,28517,0,0,0
Other Asia,1990,89407,94994,0,0,0,8196,0,0,0
Viet Nam,2010,92062,94885,57,299,0,28055,0,0,50
Turkey,1996,90011,94862,343,270,84,40475,0,0,0
Malaysia,2004,93377.27,94835.77,0,0,0,5926.3,0,0,0
Pakistan,2010,92413,94383,0,269,0,31811,0,0,0
United Arab Emirates,2010,89587,93949,0,0,0,0,0,0,0
Netherlands,2001,107095,93663,4209,21492,0,117,12,0,825
Pakistan,2005,90109,93629,0,146,0,30862,0,0,0
Kazakhstan,2012,82269,92817,2933,4252,0,7637,0,0,3
Argentina,2003,94839,92609,2543,7578,0,33841,0,0,78
Pakistan,2008,89766,91616,0,227,0,27784,0,0,0
Belgium,2009,83806,91225,11321,9486,0,1757,166,0,996
Netherlands,1998,99457,91115,420,12234,0,112,4,0,640
Iran (Islamic Rep. of),1996,85899,90851,384,0,0,7392,0,0,0
Argentina,2001,89330,90324,5661,7416,0,37046,0,0,49
Belgium,2011,87567,90241,10652,13189,0,1423,1169,0,2312
Venezuela (Bolivar. Rep.),2003,90106.04,90235.04,0,0,0,60698,0,0,0
Venezuela (Bolivar. Rep.),2001,89336,90117,0,0,0,60449,0,0,0
Thailand,1996,87570,90079,89,805,2,7341,0,0,0
Netherlands,2000,104913,89631,4031,22946,0,142,8,0,829
Argentina,2000,87640,89200,6022,7249,0,28841,0,0,35
Belgium,2007,90165,88820,9037,15816,0,1683,6,0,491
Thailand,1998,88257,88545.7,153,1623,1.3,5177,0,0,0.4
Czechia,2007,64661,88198,26357,10204,0,2523,2,0,125
Saudi Arabia,1993,87906,87906,0,0,0,0,0,0,0
Czechia,2012,62978,87573,28707,11587,0,2860,2149,0,416
Czechia,2011,63031,87561,27501,10457,0,2664,2182,0,397
Venezuela (Bolivar. Rep.),2002,86716,87406,0,0,0,58674,0,0,0
Czechia,2013,62746,87065,27458,10571,0,3639,2033,0,481
Belgium,2005,87925,87025,8024,14328,0,1604,1,0,227
Netherlands,1999,101597,86720,3968,22408,0,90,5,0,645
Czechoslovakia (former),1990,85111,86627,6659,11196,0,3959,0,0,0
Kazakhstan,2011,78017.5,86586,1809,3405.5,0,7883,0,0,0
Netherlands,1997,95641,86523,475,13107,0,92,3,0,475
Turkey,1995,81163,86247,696,0,86,35541,0,0,0
Czechia,2014,62227,86024,28142,11842,0,2961,2123,0,477
Egypt,2002,82228,85946,732,228,0,15130,0,0,213
Czechia,2010,63713,85910,21590,6642,0,3380,616,0,335
Finland,2004,87020,85831,6797,11667,0,15070,2,0,120
United Arab Emirates,2009,84404,85698,0,0,0,0,0,0,0
Belgium,2004,87811,85643,6790,14567,0,1607,1,0,142
Pakistan,2004,82364,85628,0,109,0,25671,0,0,0
Belgium,2006,90444,85617,8696,18853,0,1628,2,0,366
Netherlands,1996,92427,85423,699,11288,0,80,2,0,437
Venezuela (Bolivar. Rep.),2000,84367,85211,0,0,0,62826,0,0,0
Argentina,2002,88359,85055,2856,8775,0,35888,0,0,73
Iran (Islamic Rep. of),1995,80902,84969,157,0,0,7288,0,0,0
Belgium,2008,90209,84930,6561,17158,0,1757,42,0,637
Belgium,2003,85822,84630,8254,14664,0,1316,0,0,88
Belgium,1999,80176,84514,8207,9059,0,1489,0,0,13
Czechia,2006,64307,84361,24097,11466,0,3257,1,0,49
Czechia,2004,61472,84333,25493,9776,0,2562,0,0,10
Finland,2003,85205,84312,7030,11882,0,9591,2,0,93
Indonesia,1997,80866,84096,0,0,2439,9759,0,0,0
Belgium,2000,82955,84012,7319,11645,0,1699,0,0,16
Belgium,2013,88097,83526,7603,17243,0,1723,2644,0,3687
Czechia,2008,65132,83518,19989,8520,0,2376,13,0,245
Czechoslovakia (former),1991,79263,83274,6298,8107,0,3151,0,0,0
Czechia,2003,59894,83227,26299,10086,0,1794,0,0,4
Viet Nam,2009,81356,83185,11,199,0,29981,0,0,10
Belgium,1998,79366,83183,6435,7828,0,1497,0,0,11
Belgium,2012,87998,82923,6912,16848,0,1659,2148,0,2751
"Yugoslavia, SFR (former)",1990,75661,82905,3807,3253,0,20094,0,0,0
Kazakhstan,1992,96874,82701,15447,29620,0,6866,0,0,0
Kazakhstan,2010,68402.4,82646,1560.2,2104.6,0,8022,0,0,0
Czechia,2005,62691,82578,24985,12351,0,3027,0,0,21
Finland,2006,90002,82301,2717,14118,0,11494,3,0,156
Czechia,2009,61592,82250,22230,8586,0,2982,89,0,288
Belgium,2002,84210,82069,9070,16658,0,1490,0,0,57
Venezuela (Bolivar. Rep.),1998,80857,82004,0,0,0,58556,0,0,0
Iran (Islamic Rep. of),1994,78065,81878,197,0,0,7445,0,0,0
Finland,2007,90332,81247,2862,15419,0,14177,4,0,188
Argentina,1999,83634,81177,1080,6434,0,21669,0,0,35
Netherlands,1995,89163,81167,586,11979,0,88,2,0,317
Pakistan,2003,77862,80826,0,73,0,26944,0,0,0
Finland,2010,87552,80679,5218,15719,0,12922,10,0,294
Venezuela (Bolivar. Rep.),1999,79832,80588,0,0,0,60555,0,0,0
United Arab Emirates,2008,77878,80463,0,0,0,0,0,0,0
Thailand,1995,77628,80348,79,699,1,6713,0,0,0
Kazakhstan,2008,65335,80327,2483,2768,0,7460,0,0,0
Belgium,2001,83702,79821,6712,15818,0,1644,0,0,37
Saudi Arabia,1992,79628,79628,0,0,0,0,0,0,0
Netherlands,1994,87033,79604,288,10850,0,100,1,0,238
"Yugoslavia, SFR (former)",1991,75192,78882,2300,3600,0,19120,0,0,0
Belgium,1997,77012,78833,6705,9975,0,1277,0,0,8
Kazakhstan,2009,63001,78710,2378,1710,0,6879,0,0,0
Malaysia,2003,77008,78427,0,0,0,5750,0,0,0
Turkey,1994,73243,78321,570,31,79,30586,0,0,0
Indonesia,1996,75529,78117,0,0,2210,11269,0,0,0
Venezuela (Bolivar. Rep.),1997,77002,78066,0,0,0,57268,0,0,0
Kazakhstan,1993,83444,77444,6000,12000,0,7629,0,0,0
Finland,2008,87147,77435,3335,16107,0,17112,4,0,261
Philippines,2014,70615.2,77295.3,0,0,10308.1,9154.3,16.5,0,152.1
Netherlands,1992,83069,77095,227,8905,0,120,1,0,147
Netherlands,1993,84179,76851,269,10572,0,92,1,0,174
Egypt,2001,73674,76808,391,214,0,13672,0,0,179
Kazakhstan,2007,64034,76621,3616,3269,0,8171,0,0,0
Czechia,2002,58527,76348,20889,9502,0,2845,0,0,2
Iran (Islamic Rep. of),1993,72605,76204,193,0,0,9823,0,0,0
United Arab Emirates,2007,70959,76106,0,0,0,0,0,0,0
Belgium,1996,75239,76099,5446,9637,0,1200,0,0,8
Indonesia,1998,72798,76017,0,0,2593,10612,0,0,0
Pakistan,2002,72698,75682,0,0,0,22351,0,0,0
Venezuela (Bolivar. Rep.),1996,74400,75588,0,0,0,53844,0,0,0
Venezuela (Bolivar. Rep.),1995,74611,75446,0,0,0,53450,0,0,0
Philippines,2013,69755.3,75300,0,0,9604.6,10036.3,1.4,0,65.7
Finland,2002,83482,74945,1539,13464,0,10776,2,0,64
Czechia,2001,58685,74647,18919,9380,0,2467,0,0,0
Saudi Arabia,1991,74574,74574,0,0,0,0,0,0,0
Finland,2001,81131,74483,1810,11769,0,13205,2,0,70
Argentina,1998,79963,74456,63,8064,0,26592,0,0,33
Netherlands,1991,80927,74420,624,9778,0,104,1,0,88
Belgium,1995,73502,74408,5326,9398,0,1230,0,0,9
Malaysia,2002,71870,74196,0,0,0,5301,0,0,0
Turkey,1993,69489,73808,589,213,78,33951,0,0,0
Chile,2014,72375,73719,0,0,0,23099,489,0,1443
Finland,2011,84101,73506,3804,17656,0,12445,10,0,481
Czechia,2000,57248,73466,18742,8725,0,2313,0,0,0
Viet Nam,2008,72162,73397,1,146,0,25986,0,0,1
Chile,2013,69744,73065,0,0,0,19737,8,0,554
Argentina,1997,75237,73015,277,5446,0,28181,0,0,15
Philippines,2012,67605,72955.9,0,0,10250,10269.1,1.3,0,75.3
Belgium,2014,85939,72688,4188,21791,0,1507,2883,0,4614
Austria,2012,66788,72617,20455,23264,1,47705,337,0,2462
Switzerland,2001,57928,72422,34540,24096,0,42673,12,0,4
Belgium,1992,67408,72225,5721,5849,0,1156,0,0,9
Belgium,1994,71392,72179,5070,9053,0,1184,0,0,9
Finland,2009,81178,72062,3375,15460,0,12686,4,0,277
Netherlands,1990,78624,71939,471,9679,0,85,0,0,56
Belgium,1991,65288,71936,6845,4998,0,979,0,0,8
Switzerland,2014,62153,71767,34021,28530,0,39701,842,0,101
